07-10-2017;2592;11324;8,59;32;682;198;26;50;1221
08-10-2017;2832;10952;8,67;46;556;305;35;37;1580
09-10-2017;2459;8924;7,14;21;724;184;14;29;1035
10-10-2017;2502;10643;8,44;33;774;164;19;32;1064
11-10-2017;2545;11467;9,05;49;770;167;11;42;1113
12-10-2017;2855;15881;12,45;40;656;220;38;65;1544
13-10-2017;2684;11923;8,81;29;738;240;18;38;1339
14-10-2017;2930;13584;10,04;40;599;312;21;59;1700
15-10-2017;2812;13399;10,31;38;482;263;58;39;1542
16-10-2017;2531;11940;9,43;30;812;159;27;32;1097
17-10-2017;2511;10092;8;21;775;185;31;30;1110
18-10-2017;2314;7739;5,72;18;797;159;24;6;846
19-10-2017;2410;9582;7,08;20;751;173;33;24;990
20-10-2017;2561;11673;8,63;29;781;193;1;49;1156
21-10-2017;2386;8454;6,62;39;707;178;13;29;954
22-10-2017;2689;11401;8,82;36;597;270;42;38;1410
23-10-2017;2671;10040;7,73;30;629;283;17;25;1362
24-10-2017;2630;11706;8,92;31;689;211;35;34;1269
25-10-2017;2575;10589;8,06;42;780;206;7;41;1183
26-10-2017;2397;7475;5,8;17;735;203;2;22;973
27-10-2017;2514;9097;6,98;37;782;196;11;32;1105
28-10-2017;2924;14294;10,98;65;569;294;47;46;1688
29-10-2017;3054;14672;10,84;40;548;267;103;43;1849
30-10-2017;2425;10227;7,56;49;709;183;35;12;1005
31-10-2017;2348;7452;5,85;9;770;196;2;20;914
01-11-2017;2529;11680;8,86;34;781;172;36;25;1112
02-11-2017;2730;14223;10,65;71;695;208;52;32;1383
03-11-2017;2724;15035;11,4;63;786;182;55;37;1355
04-11-2017;2671;11698;8,76;48;623;256;31;44;1369
05-11-2017;3191;15239;11,67;43;535;260;151;42;2033
06-11-2017;2384;8878;6,56;29;824;197;18;11;959
07-11-2017;2456;9530;7,04;17;771;194;14;32;1045
08-11-2017;2571;11068;8,45;43;752;191;20;40;1176
09-11-2017;2243;6766;5;18;840;164;3;15;767
10-11-2017;2511;10737;8,07;54;820;190;35;24;1113
11-11-2017;2434;10805;7,98;58;723;151;35;34;1002
12-11-2017;2770;13559;10,05;83;554;290;16;47;1495
13-11-2017;2477;9126;7,24;34;730;196;9;23;1054
14-11-2017;2471;10331;7,63;21;811;191;33;15;1061
15-11-2017;2374;8525;6,3;16;762;178;31;12;943
16-11-2017;2111;4224;3,12;6;887;162;0;0;611
17-11-2017;2230;5898;4,36;19;929;197;0;0;771
18-11-2017;2410;7549;5,58;21;673;241;23;11;1043
19-11-2017;2758;14848;10,97;85;511;220;35;62;1440
20-11-2017;2560;11776;8,88;26;758;174;10;46;1140
21-11-2017;2647;13216;9,96;28;741;196;35;29;1263
22-11-2017;2407;8420;6,39;26;800;186;7;24;972
23-11-2017;2251;6104;4,51;12;834;208;0;0;805
24-11-2017;2236;6193;4,58;13;1248;174;13;5;771
25-11-2017;2332;7448;5,5;20;1202;206;14;18;921
26-11-2017;2374;8403;6,26;25;1199;209;25;7;967
27-11-2017;2196;7286;5,38;22;1276;130;28;6;698
28-11-2017;2499;11457;8,57;33;1193;191;28;28;1099
